person.n.01,0.43954482674598694
animal.n.01,0.37070122361183167
plant.n.02,0.27725887298583984
cognition.n.01,0.14294111728668213
motivation.n.01,0.49634692072868347
act.n.02,0.44052332639694214
measure.n.02,0.5765067934989929
feat.n.01,0.3214973211288452
interchange.n.02,0.09126392751932144
departure.n.01,0.5370409488677979
discovery.n.01,0.35695818066596985
egress.n.03,0.00892007847627004
equalization.n.01,0.2374015897512436
exhumation.n.01,0.37079691886901855
entrance.n.03,0.27631813287734985
registration.n.01,0.5138073563575745
docking.n.01,0.2880103290081024
farewell.n.02,0.1624470998843511
medical_evacuation.n.01,0.6936594247817993
desertion.n.01,0.3874824345111847
emigration.n.01,0.33957889676094055
disengagement.n.02,0.4285331964492798
debarkation.n.01,0.23914829889933267
boarding.n.01,0.038914466897646584
slip.n.15,0.0273044357697169
maneuver.n.05,0.7905980944633484
break.n.16,0.0496265764037768
exodus.n.01,0.14273740351200104
close_call.n.01,0.2909816801548004
dispatch.n.02,0.44001317024230957
realization.n.06,0.6042510867118835
orgasm.n.01,0.21567606925964355
self-fulfillment.n.01,0.5574275851249695
blockbuster.n.02,0.4318550229072571
hit.n.03,0.27775830030441284
passing.n.07,0.47598591446876526
capitulation.n.03,0.3554660379886627
frustration.n.02,0.3705330789089203
backsliding.n.01,0.2441747486591339
mistake.n.01,0.6181098818778992
blot.n.02,0.1897367499768734
slip.n.02,0.03658705453077952
blunder.n.01,0.15363156660036606
faux_pas.n.01,0.021832336982091267
trip.n.07,0.14077620208263397
spill.n.04,0.39221882820129395
redemption.n.03,0.34190455079078674
impoundment.n.01,0.17410455644130707
occupation.n.04,0.03901112452149391
capture.n.01,0.3518449366092682
apprehension.n.04,0.17741551995277405
conquest.n.01,0.4278007447719574
restitution.n.03,0.27138492465019226
rescue.n.01,0.23857784271240234
absolution.n.02,0.17347041765848795
conversion.n.04,0.17942744493484497
expiation.n.02,0.5247465968132019
liberation.n.01,0.34384885430336
performance.n.03,0.3897974193096161
magic_trick.n.01,0.19077363574788683
rendition.n.04,0.3224930465221405
automation.n.01,0.5978911519050598
drive.n.01,0.41088342666625977
impulse.n.05,0.2910816967487335
pass.n.15,0.33901676535606384
curve.n.03,0.10980156064033508
fastball.n.01,0.20701587200164795
press.n.09,0.49345865845680237
draw.n.09,0.19481153786182404
draft.n.11,0.14776048064231873
extirpation.n.02,0.11152807871500652
lift.n.12,0.2670007348060608
expulsion.n.03,0.1745305061340332
belch.n.01,0.25402543544769285
blink.n.01,0.20584510962168376
spit.n.04,0.1826834479967753
vomit.n.03,0.22481860220432281
leap.n.01,0.13999056816101074
transmission.n.01,0.17782676219940186
remission.n.03,0.07927519083023071
discharge.n.09,0.36685001850128174
skeet.n.01,0.21401941776275635
gunfight.n.01,0.37554630637168884
tap.n.08,0.18289558589458466
hit.n.02,0.6396546959877014
base_on_balls.n.01,0.5663281679153442
grounder.n.01,0.21299351751804352
knock.n.05,0.11076440662145615
smack.n.06,0.45023831725120544
whip.n.05,0.21132956445217133
punch.n.01,0.12513603270053864
counterpunch.n.01,0.0462835431098938
kick.n.01,0.5194981694221497
kiss.n.01,0.024337599674860638
catch.n.09,0.4950984716415405
mesh.n.05,0.375246524810791
autopsy.n.01,0.3694847583770752
